pi,ro,collab,institute,scope,collabing_pi
"Peter A Bandettini, BS, PhD",Functional MRI Core,"M. Catherine  Bushnell, PhD",NCCIH,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Leonardo G Cohen, MD",NINDS,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Jozef H Duyn, PhD",NINDS,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Mary Kay  Floeter, MD, PhD",NINDS,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Mark  Hallett, MD",NINDS,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Alan Paul Koretsky, PhD",NINDS,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Reza Reza Momenan, PhD",NIAAA,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Avindra  Nath, MD",NINDS,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Carlo  Pierpaoli, MD",NIBIB,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Daniel S Reich, MD",NINDS,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Joelle  Sarlls, PhD",NINDS,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Phillip   Shaw, MD",NHGRI,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Sardha Lalith Talagala, PhD",NINDS,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"William Harold Theodore, MD",NINDS,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Dardo G Tomasi, PhD",NIAAA,NIH,
"Peter A Bandettini, BS, PhD",Functional MRI Core,"Nora D Volkow, MD",NIDA,NIH,
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,"Christopher Ian Baker, PhD",Section on Learning and Plasticity,NIMH,"Christopher Ian Baker, PhD"
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,"Robert  Cox, PhD",Scientific and Statistical Computing Core,NIMH,"Robert  Cox, PhD"
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,"Ellen  Leibenluft, MD",Section on Mood Dysregulation and Neuroscience,NIMH,"Ellen  Leibenluft, MD"
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,"Alex  Martin, PhD",Section on Cognitive Neuropsychology,NIMH,"Alex  Martin, PhD"
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,"Francisco  Pereira, PhD",Machine Learning Team,NIMH,"Francisco  Pereira, PhD"
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,"Daniel  Pine, MD",Section on Development and Affective Neuroscience,NIMH,"Daniel  Pine, MD"
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,"Leslie G Ungerleider, PhD",Section on Neurocircuitry,NIMH,"Leslie G Ungerleider, PhD"
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,"Carlos Alberto Zarate, MD",Section on Neurobiology and Treatment of Mood Disorders,NIMH,"Carlos Alberto Zarate, MD"
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,C  Caballero Gaudes,"Basque Center on Cognition, Brain and Language",EM,
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,Vince D Calhoun,University of New Mexico,EM,
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,Elizabeth  Dupre,Montreal Neurological Institute and Hospital,EM,
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,E  Hillman,Columbia University,EM,
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,S  Mitra,Texas Tech University,EM,
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,B  Poser,Maastricht University,EM,
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,Taylor  Soto,Florida International University,EM,
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,Jiajia  Yang,Okayama University,EM,
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,Yinghua  Yu,Okayama University,EM,
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,"Jozef H Duyn, PhD",NINDS,NIH,
"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,"Silvina  Horovitz, PhD",NINDS,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Karen F Berman, MD",Clinical and Translational Neuroscience Branch,NIMH,"Karen F Berman, MD"
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Karen F Berman, MD",Clinical and Translational Neuroscience Branch,NIMH,"Karen F Berman, MD"
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Karen F Berman, MD",Clinical and Translational Neuroscience Branch,NIMH,"Karen F Berman, MD"
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,Susan  Girdler,"University of North Carolina at Chapel Hill, Department of Psychiatry",EM,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,Jennifer  Gordon,University of North Carolina at Chapel Hill,EM,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,David R Rubinow,"University of North Carolina at Chapel Hill, Department of Psychiatry",EM,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,Veerle  Bergink,Erasmus University Rotterdam,EM,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,Samantha  Meltzer- Brody,"University of North Carolina at Chapel Hill, Department of Psychiatry",EM,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,A Leslie Morrow,"University of North Carolina System, Department of Psychiatry and Pharmacology",EM,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,David R Rubinow,"University of North Carolina at Chapel Hill, Department of Psychiatry",EM,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,David R Rubinow,"University of North Carolina at Chapel Hill, Department of Psychiatry",EM,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Lynnette K Nieman, MD",NIDDK,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"James C Reynolds, MD",CC,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"David  Goldman, MD",NIAAA,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Steven John Soldin, PhD",CC,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"David  Goldman, MD",NIAAA,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Lynnette K Nieman, MD",NIDDK,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Steven John Soldin, PhD",CC,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"David  Goldman, MD",NIAAA,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Lynnette K Nieman, MD",NIDDK,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Steven John Soldin, PhD",CC,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"David  Goldman, MD",NIAAA,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Lynnette K Nieman, MD",NIDDK,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"James C Reynolds, MD",CC,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Steven John Soldin, PhD",CC,NIH,
"Peter J Schmidt, MD",Section on Behavioral Endocrinology,"Jack A Yanovski, MD, PhD",NICHD,NIH,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,NIMH,"Peter A Bandettini, BS, PhD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Karen F Berman, MD",Clinical and Translational Neuroscience Branch,NIMH,"Karen F Berman, MD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Monique  Ernst, MD, PhD",Section on Neurobiology of Fear and Anxiety,NIMH,"Christian  Grillon, PhD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Christian  Grillon, PhD",Section on Neurobiology of Fear and Anxiety,NIMH,"Christian  Grillon, PhD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Ellen  Leibenluft, MD",Section on Mood Dysregulation and Neuroscience,NIMH,"Ellen  Leibenluft, MD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"David A Leopold, PhD",Section on Cognitive Neurophysiology and Imaging,NIMH,"David A Leopold, PhD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Alex  Martin, PhD",Section on Cognitive Neuropsychology,NIMH,"Alex  Martin, PhD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Allison Carol Nugent, PhD",Magnetoencephalography Core,NIMH,"Allison Carol Nugent, PhD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Daniel  Pine, MD",Section on Development and Affective Neuroscience,NIMH,"Daniel  Pine, MD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Barry J Richmond, MD",Section on Neural Coding and Computation,NIMH,"Barry J Richmond, MD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Argyrios  Stringaris, PhD",Mood Brain & Development Unit,NIMH,"Argyrios  Stringaris, PhD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Leslie G Ungerleider, PhD",Section on Neurocircuitry,NIMH,"Leslie G Ungerleider, PhD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Carlos Alberto Zarate, MD",Section on Neurobiology and Treatment of Mood Disorders,NIMH,"Carlos Alberto Zarate, MD"
"Robert  Cox, PhD",Scientific and Statistical Computing Core,Michael S Beauchamp,"Baylor College of Medicine, Core for Advanced MRI",EM,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,Bharat  Biswal,"New Jersey Institute of Technology, Department of Biomedical Engineering",EM,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,Vibhor  Krishna,"The Ohio State University, Department of Neurosurgery",EM,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,Stephen M LaConte,"Virginia Tech, Dept of Biomedical Engineering and Science",EM,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,Ernesta  Meintjes,University of Cape Town,EM,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"John Anthony Butman, MD",CC,NIH,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Mark  Hallett, MD",NINDS,NIH,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Alan Paul Koretsky, PhD",NINDS,NIH,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Daniel S Reich, MD",NINDS,NIH,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Elliot Alan Stein, PhD",NIDA,NIH,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Eric M Wassermann, MD",NINDS,NIH,
"Robert  Cox, PhD",Scientific and Statistical Computing Core,"Yihong  Yang, PhD",NIDA,NIH,
"Robert  Innis, MD",Molecular Imaging Branch,Douglas  Greve,"Mass. Genl Hospital, Martinos Center",EM,
"Robert  Innis, MD",Molecular Imaging Branch,Gitte  Knudsen,"University of Copenhagen, Neurobiology Research Unit",EM,
"Robert  Innis, MD",Molecular Imaging Branch,Gitte  Knudsen,"University of Copenhagen, Neurobiology Research Unit",EM,
"Robert  Innis, MD",Section on PET Neuroimaging Sciences,"Barry J Richmond, MD",Section on Neural Coding and Computation,NIMH,"Barry J Richmond, MD"
"Robert  Innis, MD",Section on PET Neuroimaging Sciences,"Carlos Alberto Zarate, MD",Section on Neurobiology and Treatment of Mood Disorders,NIMH,"Carlos Alberto Zarate, MD"
"Robert  Innis, MD",Section on PET Neuroimaging Sciences,"Carlos Alberto Zarate, MD",Section on Neurobiology and Treatment of Mood Disorders,NIMH,"Carlos Alberto Zarate, MD"
"Robert  Innis, MD",Section on PET Neuroimaging Sciences,Mark  Gurney,Tetra Therapeutics (United States),EM,
"Robert  Innis, MD",Section on PET Neuroimaging Sciences,Hartmuth  Kolb,Janssen (United States),EM,
"Robert  Innis, MD",Section on PET Neuroimaging Sciences,Mark  Gurney,Tetra Therapeutics (United States),EM,
"Robert  Innis, MD",Section on PET Neuroimaging Sciences,"James David Katz, MD",NIAMS,NIH,
"Robert  Innis, MD",Section on PET Neuroimaging Sciences,Justin Y Kwan,NINDS,NIH,
"Robert  Innis, MD",Section on PET Neuroimaging Sciences,"Peter  Herscovitch, MD",CC,NIH,
"Robert  Innis, MD",Section on PET Neuroimaging Sciences,"James David Katz, MD",NIAMS,NIH,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,"Yogita  Chudasama, PhD",Rodent Behavioral Core,NIMH,"Yogita  Chudasama, PhD"
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,"Kathleen R Merikangas, PhD",Section on Developmental Genetic Epidemiology,NIMH,"Kathleen R Merikangas, PhD"
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,"Mario Alexander Penzo, PhD",Unit on the Neurobiology of Affective Memory,NIMH,"Mario Alexander Penzo, PhD"
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,"Hugo Alejandro Tejeda, PhD",Unit of Neuromodulation and Synaptic Integration,NIMH,"Hugo Alejandro Tejeda, PhD"
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,David  Berson,Brown University,EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,S  Blackshaw,Johns Hopkins University,EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,R  Brown,Washington State University,EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,M  Cayouette,IRCM,EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,S  Chen,National Taiwan University,EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,A  Guler,University of Virginia,EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,R  Johnston,Johns Hopkins University,EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,Alex  Kolodkin,"Johns Hopkins Medicine, The Solomon H. Snyder Department of Neuroscience",EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,Rejji  Kuruvilla,Johns Hopkins University,EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,I  Provencio,University of Virginia,EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,G  Prusky,Burke Medical Research Institute,EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,Phyllis  Robinson,"University of Maryland, Baltimore County, Biological Sciences",EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,H  Zhao,Johns Hopkins University,EM,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,"Jeffrey S Diamond, PhD",NINDS,NIH,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,"Wei  Li, MD, PhD",NEI,NIH,
"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,"Hans Jurgen  Wess, PhD",NIDDK,NIH,
"Soohyun  Lee, PhD",Unit on Functional Neural Circuits,"Charles R Gerfen, PhD",Organization of the Cortex and Basal Ganglia,NIMH,"Charles R Gerfen, PhD"
"Soohyun  Lee, PhD",Unit on Functional Neural Circuits,"Theodore B Usdin, MD",Systems Neuroscience Imaging Resource,NIMH,"Theodore B Usdin, MD"
"Soohyun  Lee, PhD",Unit on Functional Neural Circuits,"Francisco  Pereira, PhD",Machine Learning Team,NIMH,"Francisco  Pereira, PhD"
"Soohyun  Lee, PhD",Unit on Functional Neural Circuits,Seong-gi  Kim,"Institute for Basic Science (IBS), Center for Neuroscience Imaging Research (CNIR)",EM,
"Soohyun  Lee, PhD",Unit on Functional Neural Circuits,"Chris James McBain, PhD",NICHD,NIH,
"Soohyun  Lee, PhD",Unit on Functional Neural Circuits,"Timothy James Petros, PhD",NICHD,NIH,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,Ivet  Bahar,"University of Pittsburgh, Computation and Systems Biology",EM,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,Susan L Ingram,"Oregon Health & Science University, Department of Behavioral Neuroscience",EM,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,Gonzalo E Torres,"University of Florida, Neurobiology",EM,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,Roberto  Paes de Carvalho,"Fluminense Federal University, Neurobiologica",EM,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,Ivan De Luca Domith Gallo,"Fluminense Federal University, Neurobiologica",EM,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,"Andres  Buonanno, PhD",NICHD,NIH,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,"Brandon K Harvey, PhD",NIDA,NIH,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,"Amy  Newman, PhD",NIDA,NIH,
"Theodore B Usdin, MD",Systems Neuroscience Imaging Resource,"Heather A Cameron, PhD",Section on Neuroplasticity,NIMH,"Heather A Cameron, PhD"
"Theodore B Usdin, MD",Systems Neuroscience Imaging Resource,"Charles R Gerfen, PhD",Organization of the Cortex and Basal Ganglia,NIMH,"Charles R Gerfen, PhD"
"Theodore B Usdin, MD",Systems Neuroscience Imaging Resource,"David A Leopold, PhD",Section on Cognitive Neurophysiology and Imaging,NIMH,"David A Leopold, PhD"
"Theodore B Usdin, MD",Systems Neuroscience Imaging Resource,"Walter Scott Young, MD, PhD, MPH",Section on Neural Gene Expression,NIMH,"Walter Scott Young, MD, PhD, MPH"
"Theodore B Usdin, MD",Systems Neuroscience Imaging Resource,"Yarimar  Carrasquillo, PhD",NCCIH,NIH,
"Theodore B Usdin, MD",Systems Neuroscience Imaging Resource,"Alan Paul Koretsky, PhD",NINDS,NIH,
"Theodore B Usdin, MD",Systems Neuroscience Imaging Resource,"Hari  Shroff, PhD",NIBIB,NIH,
"Theodore B Usdin, MD",Systems Neuroscience Imaging Resource,Harshad Dilip Vishwasrao,NIBIB,NIH,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"George Raphael Dold, MS",Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Robert  Innis, MD",Section on PET Neuroimaging Sciences,NIMH,"Robert  Innis, MD"
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Barry J Richmond, MD",Section on Neural Coding and Computation,NIMH,"Barry J Richmond, MD"
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,Federico  Da Settimo,University of Pisa,EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,Yu-Shin  Ding,"New York University, Yale PET Center",EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,Roger N Gunn,Imanova (United Kingdom),EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,Mark  Gurney,Tetra Therapeutics (United States),EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,Christer  Halldin,Karolinska Institute,EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,H  Kohl,Johnson & Johnson (United States),EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,H  Liang,Harvard University,EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,Brian  Marron,Tetra Therapeutics (United States),EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,M  Schou,AstraZeneca (United States),EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,Neil  Vasdev,"University of Toronto, CAMPH",EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,A  Veetil,University of Chicago,EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,M  Weiwer,Broad Institute,EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Sung Won  Kim, PhD",NIAAA,NIH,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Michael  Michaelides, BS, PhD",NIDA,NIH,
"Walter Scott Young, MD, PhD, MPH",Section on Neural Gene Expression,Devanand S Manoli,"University of California, San Francisco, Department of Psychiatry and Weill Institute for Neuroscience",EM,
"Walter Scott Young, MD, PhD, MPH",Section on Neural Gene Expression,Adam  Smith,"University of Kansas, Department of Pharmacology and Toxicology",EM,
"Walter Scott Young, MD, PhD, MPH",Section on Neural Gene Expression,"Eva M Mezey, MD, PhD",NIDCR,NIH,
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,NIMH,"Samer Saleh Hattar, PhD"
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Mario Alexander Penzo, PhD",Unit on the Neurobiology of Affective Memory,NIMH,"Mario Alexander Penzo, PhD"
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Hugo Alejandro Tejeda, PhD",Unit of Neuromodulation and Synaptic Integration,NIMH,"Hugo Alejandro Tejeda, PhD"
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Audrey E Thurm, PhD",Neurodevelopmental and Behavioral Phenotyping Service,NIMH,"Audrey E Thurm, PhD"
"Yogita  Chudasama, PhD",Rodent Behavioral Core,Joseph D Buxbaum,"Icahn School of Medicine at Mount Sinai, Department of Psychiatry",EM,
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Karen F Berman, MD",Clinical and Translational Neuroscience Branch,NIMH,"Karen F Berman, MD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,NIMH,"Samer Saleh Hattar, PhD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Kathleen R Merikangas, PhD",Section on Developmental Genetic Epidemiology,NIMH,"Kathleen R Merikangas, PhD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Mario Alexander Penzo, PhD",Unit on the Neurobiology of Affective Memory,NIMH,"Mario Alexander Penzo, PhD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Peter J Schmidt, MD",Section on Behavioral Endocrinology,NIMH,"Peter J Schmidt, MD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Hugo Alejandro Tejeda, PhD",Unit of Neuromodulation and Synaptic Integration,NIMH,"Hugo Alejandro Tejeda, PhD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,Shahriar  SheikhBahaei,NINDS,NIH,
"Zheng  Li, PhD",Section on Synapse Development Plasticity,"Lee E Eiden, PhD",Section on Molecular Neuroscience,NIMH,"Lee E Eiden, PhD"
"Zheng  Li, PhD",Section on Synapse Development Plasticity,Alexxai  Kravitz,Washington University in St. Louis,EM,
"Zheng  Li, PhD",Section on Synapse Development Plasticity,He  Li,"Uniformed Services University of the Health Sciences, Department of Psychiatry",EM,
"Zheng  Li, PhD",Section on Synapse Development Plasticity,Michael  Potegal,University of Minnesota,EM,
"Zheng  Li, PhD",Section on Synapse Development Plasticity,"Ronald Sebastian Petralia, PhD",NIDCD,NIH,
"Zheng  Li, PhD",Section on Synapse Development Plasticity,"Michael Emmerson Ward, MD",NINDS,NIH,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Elizabeth Day Ballard, PhD",Section on Neurobiology and Treatment of Mood Disorders,NIMH,"Carlos Alberto Zarate, MD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,NIMH,"Peter A Bandettini, BS, PhD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"George Raphael Dold, MS",Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Monique  Ernst, MD, PhD",Section on Neurobiology of Fear and Anxiety,NIMH,"Christian  Grillon, PhD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Cristan Ann Farmer, PhD",Neurodevelopmental and Behavioral Phenotyping Service,NIMH,"Audrey E Thurm, PhD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Jessica  Gilbert, PhD",Section on Neurobiology and Treatment of Mood Disorders,NIMH,"Carlos Alberto Zarate, MD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Christian  Grillon, PhD",Section on Neurobiology of Fear and Anxiety,NIMH,"Christian  Grillon, PhD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Bashkim  Kadriu,Office of the Clinical Director,NIMH,"Maryland  Pao, BA, MD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Allison Carol Nugent, PhD",Magnetoencephalography Core,NIMH,"Allison Carol Nugent, PhD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Lawrence Taeseng Park, MD",Section on Neurobiology and Treatment of Mood Disorders,NIMH,"Carlos Alberto Zarate, MD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Bruce Allen Pritchard, BSEE",Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Argyrios  Stringaris, PhD",Mood Brain & Development Unit,NIMH,"Argyrios  Stringaris, PhD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Audrey E Thurm, PhD",Neurodevelopmental and Behavioral Phenotyping Service,NIMH,"Audrey E Thurm, PhD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,"Carlos Alberto Zarate, MD",Section on Neurobiology and Treatment of Mood Disorders,NIMH,"Carlos Alberto Zarate, MD"
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Chris  Abbott,University of New Mexico,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Greg  Appelbaum,Duke University Health System,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Miklos  Argyelan,Zucker Hillside Hospital,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Nicholas  Balderston,"University of Pennsylvania Health System, Psychiatry",EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,M  Bikson,City University of New York,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Daniel  Blumberger,University of Toronto,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,D  Brody,Uniformed Services University of the Health Sciences,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,A  Brunoni,Universidade de São Paulo,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Roberto  Cabeza,Duke University Health System,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Fow-Sen  Chao,"University of Maryland, Baltimore",EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Paul  Croarkin,Mayo Clinic,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Abhishek  Datta,Soterix Medical (United States),EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Simon  Davis,Duke University Health System,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Marc  Dubin,Weill Cornell Medicine,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Stefan  Goetz,Duke University Health System,EM,
"Sarah Hollingsworth Lisanby, MD",Unit on Non-invasive Neuromodulation,Faith  Gunning,Weill Cornell Medicine,EM,
